productID	producttitle	name	mainphoto	targeturl	displaydiscountind	discountprct	ratingstar1	ratingstar2	ratingstar3	ratingstar4	ratingstar5	category-id	category	sequenceno	collection	sales	availability	noofreviews	SKUcomboName	skua1	skua2	skua3	skua4	skua5	skua6	skua7	skua8	skua9	skua10	skua11	skua12	SKUnameA1	SKUnameA2	SKUnameA3	SKUnameA4	SKUnameA5	SKUnameA6	SKUnameA7	SKUnameA8	SKUnameA9	SKUnameA10	SKUnameA11	SKUnameA12	skupricea1	skupricea2	skupricea3	skupricea4	skupricea5	skupricea6	skupricea7	skupricea8	skupricea9	skupricea10	skupricea11	skupricea12	skucurrentpricea1	skucurrentpricea2	skucurrentpricea3	skucurrentpricea4	skucurrentpricea5	skucurrentpricea6	skucurrentpricea7	skucurrentpricea8	skucurrentpricea9	skucurrentpricea10	skucurrentpricea11	skucurrentpricea12	displayoriginalpricea1	displayoriginalpricea2	displayoriginalpricea3	displayoriginalpricea4	displayoriginalpricea5	displayoriginalpricea6	displayoriginalpricea7	displayoriginalpricea8	displayoriginalpricea9	displayoriginalpricea10	displayoriginalpricea11	displayoriginalpricea12	
669086317	Shark Capo	shark capo	shark-capo.jpg	shark-capo	d-none	0.0%	star-filled	star-filled	star-filled	star-filled	star-half	9246	Music	71	cool tools for musician	1	In Stock	37	Color	SHC891-MRG	SHC891-PGN											Metal - Rose Gold	Plastic - Green											349.00	199.00											349.00	199.00											d-none	d-none											
827174942	Steampunk Face Mask	steampunk face mask	steampunk-face-mask.jpg	steampunk-face-mask	d-none	0.0%	star-filled	star-filled	star-filled	star-filled	star-half	23310	Fashion	72	cool look weird	1	In Stock	31	Color	SRM135-BLK	SRM135-SLV											Black	Silver											185.00	185.00											185.00	185.00											d-none	d-none											
548230235	Bike Pizza Slicer	bike pizza slicer	bike-pizza-slicer.jpg	bike-pizza-slicer	d-none	0.0%	star-filled	star-filled	star-filled	star-filled	star-half	22565	Kitchen	73	cool kitchen tool	1	In Stock	6		HJG357-RED												Red												215.00												215.00												d-none												
516778110	Bread Styled House Slippers	bread styled house slippers	bread-slippers.jpg	bread-slippers	d-none	0.0%	star-filled	star-filled	star-filled	star-filled	star-half	24078	Fashion	74	gift monito monita	1	In Stock	12		BRD957-BRW												Brown												656.00												656.00												d-none												
661174923	Bride & Groom Salt & Pepper Shaker	bride & groom salt & pepper shaker	bride-groom-salt-pepper-shaker.jpg	bride-groom-salt-pepper-shaker		-36.4%	star-filled	star-filled	star-filled	star-filled	star-half	22839	Office	75	wedding giveaway give away souvenir	1	In Stock	24		2SP552-BNW												Black and White												99.00												63.00												original-price												
828872234	Camera Lens Mug 50ml	camera lens mug 50ml	camera-lens-mug.jpg	camera-lens-mug	d-none	0.0%	star-filled	star-filled	star-filled	star-filled	star-half	22532	Dinnerware	76	drinkware for photographer	1	In Stock	5		CLM146-BLK												Black												250.00												250.00												d-none												
524692191	Fisher Price Airplane Spoon	fisher price airplane spoon	fisher-price-airplane-spoon.jpg	fisher-price-airplane-spoon	d-none	0.0%	star-filled	star-filled	star-filled	star-filled	star-half	9730	Baby	77	baby cool	1	In Stock	44		LHY942-RED												Red												99.00												99.00												d-none												
487334230	Loki Scepter Keychain	loki scepter keychain	loki-scepter-keychain.jpg	loki-scepter-keychain	d-none	0.0%	star-filled	star-filled	star-filled	star-filled	star-half	5509	Personal	78	cool key holder small gift	1	In Stock	32		QAE691												Silver Gold												150.00												150.00												d-none												
508500257	Nose Shaped Gel Soap Dispenser	nose shaped gel soap dispenser	nose-soap-dispenser.jpg	nose-soap-dispenser	d-none	0.0%	star-filled	star-filled	star-filled	star-filled	star-half	10100072	Computer and Mobile Accessories	79	funny bathroom fixture	1	In Stock	40		LKT619-BRW												Brown												480.00												480.00												d-none												
991178037	Pacifier Face Mask	pacifier face mask	pacifier-face-mask.jpg	pacifier-face-mask	d-none	0.0%	star-filled	star-filled	star-filled	star-filled	star-half	7283	Fashion	80	look weird cool funny	1	In Stock	19		PCFRFM14-BWN												Brown												140.00												140.00												d-none												
473868699	Animal Tail Suction Cup Hook	animal tail suction cup hook	animal-tail-suction-cup-hook.jpg	animal-tail-suction-cup-hook	d-none	0.0%	star-filled	star-filled	star-filled	star-filled	star-half	22625	Home	81	cute phone accessories small gift monito monita	0	In Stock	47	Color	DA345D-BLU	DA345D-BRN	DA345D-GRN	DA345D-ORG	DA345D-WHT	DA345D-YLW							Blue	Brown	Green	Orange	White	Yellow							39.95	39.90	39.95	39.95	39.95	39.95							39.95	39.90	39.95	39.95	39.95	39.95							d-none	d-none	d-none	d-none	d-none	d-none							
487376585	Umbrella Shaped Wall Organizer	umbrella shaped wall organizer	umbrella-shaped-wall-organizer.jpg	umbrella-shaped-wall-organizer	d-none	0.0%	star-filled	star-filled	star-filled	star-filled	star-half	22625	Home	82	cool decor funny	0	In Stock	36	Color	UMBHK-BLU	UMBHK-GRN	UMBHK-PNK	UMBHK-RED	UMBHK-YLW								Blue	Green	Orange	Red	Yellow								80.00	80.00	80.00	80.00	80.00								80.00	80.00	80.00	80.00	80.00								d-none	d-none	d-none	d-none	d-none								
519110793	Cute Ball Tissue Holder	cute ball tissue holder	cute-ball-tissue-holder.jpg	cute-ball-tissue-holder	d-none	0.0%	star-filled	star-filled	star-filled	star-filled	star-half	22439	Bathroom	83	funny bathroom fixture	0	In Stock	18	Color	BVC245-BLU	BVC245-GRN	BVC245-ORG	BVC245-WHT									Blue	Green	Orange	White									397.00	397.00	397.00	397.00									397.00	397.00	397.00	397.00									d-none	d-none	d-none	d-none									
1507282321	Dog Handbag Purse	dog handbag purse	dog-handbag-purse.jpg	dog-handbag-purse	d-none	0.0%	star-filled	star-filled	star-filled	star-filled	star-half	24041	Fashion	84	monito monita small gift for girls	0	In Stock	28	Color	DGH392-LBL	DGH392-PNK	DGH392-RED	DGH392-VLT									Light blue	Pink	Red	Violet									99.00	99.00	99.00	99.00									99.00	99.00	99.00	99.00									d-none	d-none	d-none	d-none									
493774335	Vintage Pocket Clock Necklace Pendant	vintage pocket clock necklace pendant	pocket-clock-necklace.jpg	pocket-clock-necklace	d-none	0.0%	star-filled	star-filled	star-filled	star-filled	star-half	23357	Fashion	85	monito monita gift vintage	0	In Stock	5	Color	JFH548-BRZ	JFH548-BRZ1	JFH548-BRZ2	JFH548-Gld									Bronze	Bronze - 1 inch	Bronze - 2 inches	Gold									310.00	310.00	310.00	310.00									310.00	310.00	310.00	310.00									d-none	d-none	d-none	d-none									
1807796151	Foot Hammock	foot hammock	foot-hammock.jpg	foot-hammock	d-none	0.0%	star-filled	star-filled	star-filled	star-filled	star-half	24062	Fashion	86	office gift	0	In Stock	32	Color	FTH313-BLK	FTH313-GRY	FTH313-PNK										Black	Grey	Pink										119.00	119.00	119.00										119.00	119.00	119.00										d-none	d-none	d-none										
602044484	Red Man Stopper / Bottle Opener / Cork Screw	red man stopper bottle opener cork screw	red-man-bottle-tools.jpg	red-man-bottle-tools	d-none	0.0%	star-filled	star-filled	star-filled	star-filled	star-half	22534	Kitchen	87	funny cool kitchen tool	0	In Stock	46	Kind	FMN-522-BC	FMN-522-BO	FMN-522-CS										Bottle Cap	Bottle opener	Corkscrew										128.00	128.00	128.00										128.00	128.00	128.00										d-none	d-none	d-none										
487406232	Wall Decor Clock Movable Numbers Customizable Position	wall decor clock movable numbers customizable position	wall-decor-clock.jpg	wall-decor-clock	d-none	0.0%	star-filled	star-filled	star-filled	star-filled	star-half	22493	Bedroom	88	cool decor	0	In Stock	33	Color	KBD179-Blk	KBD179-Gld	KBD179-Slv										Black	Gold	Silver										349.00	349.25	349.00										349.00	349.25	349.00										d-none	d-none	d-none										
988842483	Beard Bonnet	beard bonnet	beard-bonnet.jpg	beard-bonnet	d-none	0.0%	star-filled	star-filled	star-filled	star-filled	star-half	7283	Fashion	89	look weird cool	0	In Stock	14	Color	BRDHT-GRY	BRDHT-ORG											Grey	Orange											300.00	300.00											300.00	300.00											d-none	d-none											
519382478	Cat Ear Headset Headphone	cat ear headset headphone	cat-ear-headset-headphone.jpg	cat-ear-headset-headphone	d-none	0.0%	star-filled	star-filled	star-filled	star-filled	star-half	7174	Computer and Mobile Accessories	90	cool for girls	0	In Stock	17	Color	MAZ457-PNK	MAZ457-WHT											Pink	White											790.00	860.00											790.00	860.00											d-none	d-none											
930312566	Cute Kiddie Face Mask	cute kiddie face mask	cute-kiddie-face-mask.jpg	cute-kiddie-face-mask	d-none	0.0%	star-filled	star-filled	star-filled	star-filled	star-half	7283	Fashion	91	cute wear for kids	0	In Stock	47	Color	STFFM503-GRY	STFFM503-PNK											Grey	Pink											95.50	95.00											95.50	95.00											d-none	d-none											
487234657	Davy Jones Full Face Mask Bonnet	davy jones full face mask bonnet	davy-jones-mask-bonnet.jpg	davy-jones-mask-bonnet	d-none	0.0%	star-filled	star-filled	star-filled	star-filled	star-half	7283	Fashion	92	look weird motorcycle suit	0	In Stock	35	Color	BON3901-BLK	BON3901-GRY											Black	Grey											290.00	289.00											290.00	289.00											d-none	d-none											
493726636	LED Umbrella	led umbrella	led-umbrella.jpg	led-umbrella	d-none	0.0%	star-filled	star-filled	star-filled	star-filled	star-half	12430	Personal	93	cool cool fashion	0	In Stock	49	Color	LUMB906	LUMB906-BLU											Multicolor	Blue											650.00	650.00											650.00	650.00											d-none	d-none											
493782913	Raw Pork Meat Socks	raw pork meat socks	raw-pork-meat-socks.jpg	raw-pork-meat-socks	d-none	0.0%	star-filled	star-filled	star-filled	star-filled	star-half	7294	Fashion	94	cool funny look weird	0	In Stock	48		RM3904																								99.00												99.00												d-none												
487264721	Shark Glass	shark glass	shark-glass.jpg	shark-glass	d-none	0.0%	star-filled	star-filled	star-filled	star-filled	star-half	22527	Bedroom	95	cool drinkware kitchen	0	In Stock	34	Color	YRX291-AQU	YRX291-CLR											Aqua	Clear											361.00	360.00											361.00	360.00											d-none	d-none											
647088319	Sports Car Shaped Mouse Wireless 2.4Ghz	sports car shaped mouse wireless 2.4ghz	sports-car-shaped-mouse-wireless.jpg	sports-car-shaped-mouse-wireless		-37.2%	star-filled	star-filled	star-filled	star-filled	star-half	13855	Computer and Mobile Accessories	96	cool computer peripheral office	0	In Stock	23	Color	CMS226-RED	CMS226-SLV											Red	Silver											476.00	476.00											299.00	299.00											original-price	original-price											
487298504	Vintage Feather Dip Pen	vintage feather dip pen	vintage-feather-dip-pen.jpg	vintage-feather-dip-pen	d-none	0.0%	star-filled	star-filled	star-filled	star-filled	star-half	22714	Office	97	vintage cool 	0	In Stock	43	Color	TYS895-Red	TYS895-SLV											Red	Silver											230.00	230.00											230.00	230.00											d-none	d-none											
487284711	Ass Tissue Holder	ass tissue holder	ass-tissue-holder.jpg	ass-tissue-holder	d-none	0.0%	star-filled	star-filled	star-filled	star-filled	star-half	22587	Kitchen	98	funny home	0	In Stock	1		UYM364												Peach												495.00												495.00												d-none												
526764523	Bat Shape Clothespin	bat shape clothespin	bat-shape-clothespin.jpg	bat-shape-clothespin	d-none	0.0%	star-filled	star-filled	star-filled	star-filled	star-half	22602	Home	99	cool laundry clothes	0	In Stock	7		BTCLT763-BLK												Black												99.00												99.00												d-none												
487226417	Black Notebook with White Gel Pen	black notebook with white gel pen	black-notebook-w-white-pen.jpg	black-notebook-w-white-pen	d-none	0.0%	star-filled	star-filled	star-filled	star-filled	star-half	22721	Office	100	cool office	0	In Stock	25		BSC431												Black												270.00												270.00												d-none												
487070460	Bottle Earrings	bottle earrings	bottle-earrings.jpg	bottle-earrings	d-none	0.0%	star-filled	star-filled	star-filled	star-filled	star-half	23848	Fashion	101	cute cool weird	0	In Stock	27		GHT879-GRN												Green												52.00												52.00												d-none												
487320296	Camera Shaped USB Flash Drive 32 GB	camera shaped usb flash drive 32 gb	camera-shaped-usb-flash-drive.jpg	camera-shaped-usb-flash-drive	d-none	0.0%	star-filled	star-filled	star-filled	star-filled	star-half	5177	Computer and Mobile Accessories	102	cool monito monita small gift	0	In Stock	11		KJY519-BLK												Black												350.00												350.00												d-none												
508390337	Cat Tape Dispenser	cat tape dispenser	cat-tape-dispenser.jpg	cat-tape-dispenser	d-none	0.0%	star-filled	star-filled	star-filled	star-filled	star-half	22754	Office	103	cute office tool	0	In Stock	36		KJY654-BRW												Brown												218.00												218.00												d-none												
657860839	Clock Sling Bag	clock sling bag	clock-sling-bag.jpg	clock-sling-bag	d-none	0.0%	star-filled	star-filled	star-filled	star-filled	star-half	24002	Fashion	104	cool office funny	0	In Stock	21		CSB497-BLK												Black												249.00												249.00												d-none												
493810837	Doggy Coin Bank / piggy bank	doggy coin bank piggy bank	doggy-coin-bank-piggy-bank.jpg	doggy-coin-bank-piggy-bank	d-none	0.0%	star-filled	star-filled	star-filled	star-filled	star-half	24832	Home	105	cool funny small gift for kid unique gift idea	0	In Stock	12		QXL754												Brown												410.00												410.00												d-none												
508324089	Fish Scale Makeup Brush Fishtail Bottom Brush Protection Box Cover	fish scale makeup brush fishtail bottom brush protection box cover	fish-scale-makeup-brush.jpg	fish-scale-makeup-brush	d-none	0.0%	star-filled	star-filled	star-filled	star-filled	star-half	7711	Personal	106	cute for girls	0	In Stock	2		NAM413												Pink												34.00												34.00												d-none												
516744435	Glow in the Dark Iron Man Arc Reactor Shirt	glow in the dark iron man arc reactor shirt	iron-man-arc-reactor-shirt.jpg	iron-man-arc-reactor-shirt	d-none	0.0%	star-filled	star-filled	star-filled	star-filled	star-half	7321	Fashion	107	cool clothing fashion marvel gift	0	In Stock	10		ARSH5892-M												Black												548.00												548.00												d-none												
508188464	Iron Lizard Hook / Hanger	iron lizard hook hanger	iron-lizard-hook-hanger.jpg	iron-lizard-hook-hanger	d-none	0.0%	star-filled	star-filled	star-filled	star-filled	star-half	22625	Home	108	cool funny home	0	In Stock	29		GDS489												Black												1299.00												1299.00												d-none												
524698223	LED Lighting Earrings	led lighting earrings	led-lighting-earrings.jpg	led-lighting-earrings	d-none	0.0%	star-filled	star-filled	star-filled	star-filled	star-half	23848	Fashion	109	monito monita cool fashion for girl small gift	0	In Stock	5		LVD396-MCR												Multicolor												119.00												119.00												d-none												
672490560	Light Bulb Earrings	light bulb earrings	light-bulb-earrings.jpg	light-bulb-earrings	d-none	0.0%	star-filled	star-filled	star-filled	star-filled	star-half	23848	Fashion	110	cool look weird small gift	0	In Stock	5		LBE838-MLT												Multicolor												99.00												99.00												d-none												
672880524	Lighter Watch	lighter watch	lighter-watch.jpg	lighter-watch	d-none	0.0%	star-filled	star-filled	star-filled	star-filled	star-half	13084	Fashion	111	cool watch for smoker 	0	In Stock	2		LTW120-1																								650.00												650.00												d-none												
991712728	Long Beard Bonnet	long beard bonnet	long-beard-bonnet.jpg	long-beard-bonnet	d-none	0.0%	star-filled	star-filled	star-filled	star-filled	star-half	7283	Fashion	112	look weird cool funny	0	In Stock	32		LBBNT30-BWN												Brown												200.00												200.00												d-none												
487420215	Magical Sword Pen	magical sword pen	magical-sword-pen.jpg	magical-sword-pen	d-none	0.0%	star-filled	star-filled	star-filled	star-filled	star-half	22714	Office	113	cool cute office	0	In Stock	30		MAQ572												Blue												65.00												65.00												d-none												
516888489	Motor Design Alarm Clock	motor design alarm clock	motor-design-alarm-clock.jpg	motor-design-alarm-clock	d-none	0.0%	star-filled	star-filled	star-filled	star-filled	star-half	22493	Bedroom	114	cool home gift for him gift for dad	0	In Stock	17		MTCK157-BRZ												Bronze												236.00												236.00												d-none												
516716674	Panda Design Stapler Cute	panda design stapler cute	panda-design-stapler-cute.jpg	panda-design-stapler-cute	d-none	0.0%	star-filled	star-filled	star-filled	star-filled	star-half	22753	Office	115	cute office tool	0	In Stock	7		DCV721												White												130.00												130.00												d-none												
472918503	Panda Desktop Speaker	panda desktop speaker	panda-desktop-speaker.jpg	panda-desktop-speaker	d-none	0.0%	star-filled	star-filled	star-filled	star-filled	star-half	24963	Computer and Mobile Accessories	116	cute cool gift	0	In Stock	26		PNDSPK513																								499.95												499.95												d-none												
646868648	Pig Suction Egg Separator	pig suction egg separator	pig-suction-egg-separator.jpg	pig-suction-egg-separator	d-none	0.0%	star-filled	star-filled	star-filled	star-filled	star-half	22560	Kitchen	117	funny cool kitchen tool	0	In Stock	30		PES209-PNK												Pink												435.00												435.00												d-none												
487186782	Pizza Blanket	pizza blanket	pizza-blanket.jpg	pizza-blanket	d-none	0.0%	star-filled	star-filled	star-filled	star-filled	star-half	19818	Bedroom	118	cool bedroom 	0	In Stock	8		PIZBL392												Chili Red												900.00												900.00												d-none												
605600962	Remote Control Giant Cockroach	remote control giant cockroach	rc-giant-cockroach.jpg	rc-giant-cockroach	d-none	0.0%	star-filled	star-filled	star-filled	star-filled	star-half	5517	Others	119	cool prank	0	In Stock	28		RCGC412												Brown												299.00												299.00												d-none												
675402223	Samurai Umbrella	samurai umbrella	samurai-umbrella.jpg	samurai-umbrella	d-none	0.0%	star-filled	star-filled	star-filled	star-filled	star-half	7480	Personal	120	cool look weird	0	In Stock	37		SMU001												Black												800.00												800.00												d-none												
654550284	Sexy Body Mouse Wired USB	sexy body mouse wired usb	sexy-body-mouse-wired-usb.jpg	sexy-body-mouse-wired-usb	d-none	0.0%	star-filled	star-filled	star-filled	star-filled	star-half	13855	Computer and Mobile Accessories	121	funny novelty	0	In Stock	22		MMW114-PCH												Peanut												587.00												587.00												d-none												
605692028	Spice Jar Storage 4 Seasons	spice jar storage 4 seasons	four-seasons-spice-jar.jpg	four-seasons-spice-jar	d-none	0.0%	star-filled	star-filled	star-filled	star-filled	star-half	22589	Kitchen	122	souvenir kitchen tool	0	In Stock	42		SJS4S																								680.00												680.00												d-none												
493724903	Useless Box	useless box	useless-box.jpg	useless-box	d-none	0.0%	star-filled	star-filled	star-filled	star-filled	star-half	18567	Personal	123	useless weird	0	In Stock	4		GDS258												Brown												650.00												650.00												d-none												
